    0.0000 10 3d6.(5D).4s  a6D  e ZHANG95  
  385.1779 8  3d6.(5D).4s  a6D  e ZHANG95  
  667.2029 6  3d6.(5D).4s  a6D  e ZHANG95  
  862.5353 4  3d6.(5D).4s  a6D  e ZHANG95  
  976.6621 2  3d6.(5D).4s  a6D  e ZHANG95  
 1872.1186 10 3d7          a4F  e ZHANG95  
 2429.5842 8  3d7          a4F  e ZHANG95  
 2837.8070 6  3d7          a4F  e ZHANG95  
 3117.6372 4  3d7          a4F  e ZHANG95  
 7954.8583 8  3d6.(5D).4s  a4D  e ZHANG95  
 8391.6128 6  3d6.(5D).4s  a4D  e ZHANG95  
 8680.2220 4  3d6.(5D).4s  a4D  e ZHANG95  
 8847.0227 2  3d6.(5D).4s  a4D  e ZHANG95  
13474.6455 6  3d7          a4P  e ZHANG95  
13673.2700 4  3d7          a4P  e ZHANG95  
13904.8158 2  3d7          a4P  e ZHANG95 
20830.3380 6  3d6.(3P2).4s b4P  e ZHANG95  
21812.4870 4  3d6.(3P2).4s b4P  e ZHANG95 
22409.4581 2  3d6.(3P2).4s b4P  e ZHANG95 
21251.7293 14 3d6.(3H).4s  a4H  e ZHANG95  
21430.6012 12 3d6.(3H).4s  a4H  e ZHANG95  
21582.0387 10 3d6.(3H).4s  a4H  e ZHANG95  
21711.5287 8  3d6.(3H).4s  a4H  e ZHANG95  
22637.7117 10 3d6.(3F2).4s b4F  e ZHANG95  
22809.9993 8  3d6.(3F2).4s b4F  e ZHANG95  
22939.4893 6  3d6.(3F2).4s b4F  e ZHANG95  
23031.6687 4  3d6.(3F2).4s b4F  e ZHANG95  
25428.3317 12 3d6.(3G).4s  a4G  e ZHANG95  
25805.8281 10 3d6.(3G).4s  a4G  e ZHANG95  
25981.4078 8  3d6.(3G).4s  a4G  e ZHANG95  
26054.9318 6  3d6.(3G).4s  a4G  e ZHANG95  
31483.6371 8  3d6.(3D).4s  b4D  e ZHANG95  
31388.1656 6  3d6.(3D).4s  b4D  e ZHANG95  
31364.0234 4  3d6.(3D).4s  b4D  e ZHANG95  
31368.4129 2  3d6.(3D).4s  b4D  e ZHANG95  
38458.5411 10 3d6.(5D).4p  z6D* o ZHANG95  
38660.4578 8  3d6.(5D).4p  z6D* o ZHANG95  
38859.0823 6  3d6.(5D).4p  z6D* o ZHANG95  
39012.7146 4  3d6.(5D).4p  z6D* o ZHANG95  
39109.2834 2  3d6.(5D).4p  z6D* o ZHANG95  
41967.9406 12 3d6.(5D).4p  z6F* o ZHANG95  
42114.9886 10 3d6.(5D).4p  z6F* o ZHANG95  
42236.7970 8  3d6.(5D).4p  z6F* o ZHANG95  
42334.4633 6  3d6.(5D).4p  z6F* o ZHANG95  
42401.4030 4  3d6.(5D).4p  z6F* o ZHANG95  
42439.8111 2  3d6.(5D).4p  z6F* o ZHANG95  
42658.1884 8  3d6.(5D).4p  z6P* o ZHANG95  
43238.6988 6  3d6.(5D).4p  z6P* o ZHANG95  
43620.5847 4  3d6.(5D).4p  z6P* o ZHANG95  
44446.9067 8  3d6.(5D).4p  z4D* o ZHANG95  
44784.8976 6  3d6.(5D).4p  z4D* o ZHANG95  
45043.8777 4  3d6.(5D).4p  z4D* o ZHANG95  
45206.2889 2  3d6.(5D).4p  z4D* o ZHANG95  
44232.9189 10 3d6.(5D).4p  z4F* o ZHANG95  
44754.1712 8  3d6.(5D).4p  z4F* o ZHANG95  
45080.0910 6  3d6.(5D).4p  z4F* o ZHANG95  
45289.6893 4  3d6.(5D).4p  z4F* o ZHANG95  
46967.5729 6  3d6.(5D).4p  z4P* o ZHANG95  
47390.0616 4  3d6.(5D).4p  z4P* o ZHANG95  
47625.9968 2  3d6.(5D).4p  z4P* o ZHANG95  
50157.6368 10 3d6.(3F1).4s c4F  e ZHANG95  
50188.3633 8  3d6.(3F1).4s c4F  e ZHANG95  
50142.2736 6  3d6.(3F1).4s c4F  e ZHANG95  
50076.4312 4  3d6.(3F1).4s c4F  e ZHANG95  
50212.5055 6  3d6.(3P1).4s c4P  e ZHANG95  
49506.8945 4  3d6.(3P1).4s c4P  e ZHANG95  
49100.8664 2  3d6.(3P1).4s c4P  e ZHANG95  
59663.0835 4  3d6.(3P2).4p z4S* o ZHANG95  
60402.7130 6  3d6.(3P2).4p y4P* o ZHANG95  
61333.2855 4  3d6.(3P2).4p y4P* o ZHANG95  
61034.8000 2  3d6.(3P2).4p y4P* o ZHANG95  
60625.4798 12 3d6.(3H).4p  z4G* o ZHANG95  
60807.6437 10 3d6.(3H).4p  z4G* o ZHANG95 
60956.8865 8  3d6.(3H).4p  z4G* o ZHANG95 
61041.3842 6  3d6.(3H).4p  z4G* o ZHANG95 
60837.2728 14 3d6.(3H).4p  z4H* o ZHANG95  
60887.7520 12 3d6.(3H).4p  z4H* o ZHANG95 
60989.8077 10 3d6.(3H).4p  z4H* o ZHANG95 
61156.6084 8  3d6.(3H).4p  z4H* o ZHANG95 
61347.5513 16 3d6.(3H).4p  z4I* o ZHANG95  
61527.5205 14 3d6.(3H).4p  z4I* o ZHANG95 
61586.7787 12 3d6.(3H).4p  z4I* o ZHANG95 
61512.1573 10 3d6.(3H).4p  z4I* o ZHANG95 
61726.1451 8  3d6.(3P2).4p y4D* o ZHANG95  
62689.6387 6  3d6.(3P2).4p y4D* o ZHANG95  
62961.7873 4  3d6.(3P2).4p y4D* o ZHANG95  
62829.0051 2  3d6.(3P2).4p y4D* o ZHANG95  
62945.3267 8  3d6.(3F2).4p x4D* o ZHANG95  
63273.4413 6  3d6.(3F2).4p x4D* o ZHANG95  
